,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,TOAtt,BTklInt,PTTB
95,Youba Diarra,central midfield,1.1,0.025668449197860956,0.015584415584415583,0.012396694214876032,0.0606060606060606,0.03398728930643823,0.001678321678321678,0.02832374262013302,0.0,0.023715415019762844,0.017045454545454544,0.0,0.03952569169960474,0.0779220779220779
96,Junior Dina Ebimbe,central midfield,11.8,0.021894317048853435,0.017917675544794186,0.017334360554699536,0.0366185394433982,0.027278347328834163,0.027379400260756186,0.02752954796771035,0.10805084745762711,0.08400884303610906,0.06673728813559321,0.14915254237288136,0.030213706705969047,0.01452784503631961
97,Tristan Dingomé,central midfield,1.1,0.035294117647058816,0.03636363636363636,0.024793388429752063,0.0202020202020202,0.03398728930643823,0.06377622377622376,0.03818847619759361,0.06818181818181818,0.023715415019762844,0.06818181818181818,0.07272727272727272,0.007905138339920948,0.0
98,Edan Diop,central midfield,2.5,0.025129411764705883,0.02057142857142857,0.030909090909090907,0.019753086419753086,0.024802431610942248,0.06129230769230769,0.03167775203646962,0.09,0.08347826086956522,0.2175,0.17600000000000002,0.059130434782608696,0.03428571428571428
99,Nicolás Domínguez,central midfield,25.6,0.032233455882352935,0.026339285714285714,0.026100852272727272,0.02970679012345679,0.03529872720364741,0.03021634615384615,0.0315413412674688,0.0673828125,0.03974184782608695,0.0615234375,0.0578125,0.033967391304347824,0.06361607142857142
100,Jordan Dongmo,central midfield,0.2,0.03176470588235294,0.02857142857142857,0.0,0.0,0.041033434650455926,0.03692307692307692,0.03078992601449817,0.0,0.0,0.0,0.2,0.043478260869565216,0.0
101,Abdoulaye Doucouré,central midfield,17.0,0.017854671280276815,0.009747899159663865,0.010160427807486631,0.022657952069716773,0.017539781870194886,0.026280542986425334,0.019416468478131853,0.08823529411764706,0.03529411764705882,0.07279411764705881,0.07764705882352942,0.022506393861892585,0.0050420168067226885
102,Flynn Downes,central midfield,8.5,0.023999999999999997,0.016806722689075633,0.011764705882352941,0.021496005809731298,0.028428392633649203,0.014769230769230767,0.022230818939936784,0.008823529411764706,0.009207161125319694,0.02426470588235294,0.009411764705882354,0.023529411764705885,0.0
103,Alfred Duncan,central midfield,12.3,0.024160688665710185,0.026945412311265966,0.02586844050258684,0.01846833283147646,0.027503892060197193,0.02686679174484052,0.02415328614836107,0.07317073170731707,0.03817603393425238,0.04573170731707317,0.07479674796747968,0.01838105337575115,0.02787456445993031
104,Éderson,central midfield,24.6,0.02536585365853658,0.02160278745644599,0.0171840354767184,0.0340258958145137,0.028838312699236413,0.02664165103189493,0.027902686918656047,0.11280487804878048,0.039236479321314945,0.0472560975609756,0.10731707317073169,0.036408624955814775,0.0034843205574912888
105,Maximilian Eggestein,central midfield,27.2,0.0171280276816609,0.017436974789915967,0.015541443850267381,0.021332607116920844,0.020047380654389414,0.01873303167420814,0.018640346056964,0.024816176470588234,0.01918158567774936,0.03170955882352941,0.023529411764705882,0.027813299232736576,0.006302521008403361
106,Mikael Ellertsson,central midfield,1.9,0.00891640866873065,0.009022556390977444,0.007177033492822967,0.014294996751137103,0.014877619580867063,0.01846153846153846,0.014305437010057468,0.039473684210526314,0.041189931350114416,0.039473684210526314,0.06315789473684211,0.027459954233409613,0.0
107,Arne Engels,central midfield,16.0,0.01751470588235294,0.01607142857142857,0.01619318181818182,0.024382716049382715,0.021656534954407294,0.02365384615384615,0.021510910993199312,0.01875,0.01467391304347826,0.029296875,0.0225,0.019021739130434784,0.010714285714285713
108,Gonzalo Escalante,central midfield,18.7,0.02064800251651463,0.021695951107715813,0.019445794846864366,0.034858387799564274,0.02511255953058206,0.01688194158782394,0.02344412841737846,0.0320855614973262,0.0041850732387816785,0.020053475935828877,0.03208556149732621,0.03673564287375029,0.0
109,Gonzalo Escalante,central midfield,18.7,0.02064800251651463,0.021695951107715813,0.019445794846864366,0.034858387799564274,0.02511255953058206,0.01688194158782394,0.02344412841737846,0.0320855614973262,0.0041850732387816785,0.020053475935828877,0.03208556149732621,0.03673564287375029,0.009167303284950343
110,Edu Expósito,central midfield,12.9,0.021285909712722297,0.019933554817275746,0.02536997885835095,0.023734328643889364,0.023255813953488372,0.03463327370304114,0.025073733495775855,0.06395348837209301,0.038422649140546,0.08575581395348837,0.07131782945736434,0.0310077519379845,0.019933554817275743
111,Nicolò Fagioli,central midfield,16.9,0.02109293421510616,0.016568047337278107,0.015061861215707371,0.018116736065454015,0.022175860146400245,0.024142011834319525,0.020589558010585533,0.03550295857988166,0.04167738615899151,0.062130177514792904,0.04497041420118344,0.019037818368922047,0.025359256128486895
112,Khalil Fayad,central midfield,8.0,0.024970588235294116,0.015,0.012499999999999999,0.030555555555555555,0.031231003039513677,0.016846153846153844,0.025734250056049623,0.075,0.02934782608695652,0.02578125,0.08,0.042391304347826085,0.021428571428571425
113,Jacopo Fazzini,central midfield,9.2,0.019718670076726345,0.009937888198757764,0.010375494071146246,0.036231884057971016,0.021408748513281353,0.02648829431438127,0.024249178751181915,0.10597826086956522,0.03119092627599244,0.0815217391304348,0.1347826086956522,0.035916824196597356,0.009316770186335404
114,Lewis Ferguson,central midfield,25.7,0.028537422751201646,0.01556420233463035,0.01556420233463035,0.026132487870490464,0.028171679301739735,0.02981143370248428,0.026980296413085865,0.026264591439688716,0.03146675689392658,0.08317120622568093,0.038910505836575876,0.021316190153950264,0.013340744858254584
115,Edimilson Fernandes,central midfield,27.1,0.021671369654873016,0.014127569847127042,0.011237839651123783,0.061136166917224725,0.022409403425341243,0.011308543854669314,0.025757455840756747,0.04704797047970479,0.01443927482753088,0.015913284132841328,0.03690036900369004,0.02855767688111664,0.0
116,Enzo Fernández,central midfield,17.2,0.05207934336525308,0.05448504983388705,0.04439746300211416,0.050387596899224806,0.053014773450201454,0.030053667262969586,0.0450708484609382,0.07412790697674419,0.033367037411526794,0.019622093023255814,0.07441860465116279,0.03083923154701719,0.0548172757475083
117,Jordan Ferri,central midfield,30.4,0.03935758513931888,0.029135338345864664,0.03125,0.04402209226770631,0.04202327627579587,0.01949392712550607,0.035024622500875166,0.049342105263157895,0.03175057208237986,0.025904605263157892,0.07236842105263158,0.02316933638443936,0.019736842105263157
